iata_code,ident,type,continent,iso_country,iso_region,municipality,gps_code,local_code,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Tz.database.time.zone
KMH,FAKU,medium_airport,AF,ZA,ZA-NC,Kuruman,FAKU,,Johan Pienaar Airport,Kuruman,South Africa,-27.45669937,23.41139984,4382,2,U,Africa/Johannesburg
KMI,RJFM,medium_airport,AS,JP,JP-45,Miyazaki,RJFM,,Miyazaki Airport,Miyazaki,Japan,31.87719917,131.4490051,20,9,U,Asia/Tokyo
KMJ,RJFT,medium_airport,AS,JP,JP-43,Kumamoto,RJFT,,Kumamoto Airport,Kumamoto,Japan,32.83729935,130.8549957,642,9,U,Asia/Tokyo
KMN,FZSA,medium_airport,AF,CD,CD-KA,,FZSA,,Kamina Base Airport,Kamina Base,Congo (Kinshasa),-8.642020226,25.25289917,3543,2,U,Africa/Lubumbashi
KMO,PAMB,small_airport,NA,US,US-AK,Manokotak,PAMB,MBA,Manokotak Airport,Manokotak,United States,58.99020004,-159.0500031,100,-9,A,America/Anchorage
KMP,FYKT,medium_airport,AF,NA,NA-KA,Keetmanshoop,FYKT,,Keetmanshoop Airport,Keetmanshoop,Namibia,-26.53980064,18.1114006,3506,1,U,Africa/Windhoek
KMQ,RJNK,medium_airport,AS,JP,JP-17,Kanazawa,RJNK,,Komatsu Airport,Kanazawa,Japan,36.39459991,136.4069977,36,9,U,Asia/Tokyo
KMS,DGSI,medium_airport,AF,GH,GH-AH,Kumasi,DGSI,,Kumasi Airport,Kumasi,Ghana,6.714560032,-1.590819955,942,0,N,Africa/Accra
KMU,HCMK,medium_airport,AF,SO,SO-JH,,HCMK,,Kisimayu Airport,Kismayu,Somalia,-0.377353013,42.45920181,49,3,U,Africa/Mogadishu
KMV,VYKL,small_airport,AS,MM,MM-01,Kalemyo,VYKL,,Kalay Airport,Kalemyo,Myanmar,23.18880081,94.05110168,499,6.5,U,Asia/Rangoon
KMW,UUBA,medium_airport,EU,RU,RU-KOS,Kostroma,UUBA,,Kostroma Sokerkino Airport,Kostroma,Russia,57.7969017,41.01940155,446,3,N,Europe/Moscow
KMX,OEKM,medium_airport,AS,SA,SA-14,,OEKM,,King Khaled Air Base,,Saudi Arabia,18.29730034,42.80350113,6778,\N,\N,\N
KND,FZOA,medium_airport,AF,CD,CD-MA,Kindu,FZOA,,Kindu Airport,Kindu,Congo (Kinshasa),-2.919179916,25.91539955,1630,2,U,Africa/Lubumbashi
KNF,EGYM,medium_airport,EU,GB,GB-ENG,Marham,EGYM,,RAF Marham,Marham,United Kingdom,52.648395,0.550692,75,0,E,Europe/London
KNG,WASK,medium_airport,AS,ID,ID-PB,Kaimana-Papua Island,WASK,,Kaimana Airport,Kaimana,Indonesia,-3.644520044,133.6959991,19,9,N,Asia/Jayapura
KNH,RCBS,large_airport,AS,TW,TW-X-KM,Shang-I,RCBS,,Kinmen Airport,Kinmen,Taiwan,24.42790031,118.3590012,93,8,U,Asia/Taipei
KNN,GUXN,small_airport,AF,GN,GN-K,Kankan,GUXN,,Kankan,Kankan,Guinea,10.448333,-9.227499,8694,0,U,Africa/Conakry
KNO,WIMM,large_airport,AS,ID,ID-SU,,WIMM,,Kualanamu International Airport,Medan,Indonesia,3.642222,98.885278,23,7,N,Asia/Jakarta
KNP,AO-KNP,small_airport,AF,AO,AO-MAL,Capanda,FNCP,,Kapanda Airport,Kapanda,Angola,-9.771944,15.456111,500,1,U,Africa/Luanda
KNQ,NWWD,medium_airport,OC,NC,NC-U-A,Kon√©,NWWD,,KonÈ Airport,Kone,New Caledonia,-21.05430031,164.8370056,23,11,U,Pacific/Noumea
KNR,OIBJ,medium_airport,AS,IR,IR-06,Kangan,OIBJ,,Jam Airport,Kangan,Iran,27.82049942,52.35219955,2173,\N,\N,\N
KNS,YKII,medium_airport,OC,AU,AU-TAS,,YKII,,King Island Airport,King Island,Australia,-39.87749863,143.878006,132,10,O,Australia/Melbourne
KNU,VIKA,medium_airport,AS,IN,IN-UP,,VIKA,,Kanpur Airport,Kanpur,India,26.44140053,80.36489868,411,5.5,N,Asia/Calcutta
KNW,PANW,small_airport,NA,US,US-AK,New Stuyahok,PANW,KNW,New Stuyahok Airport,New Stuyahok,United States,59.44990158,-157.3280029,364,-9,A,America/Anchorage
KNX,YPKU,medium_airport,OC,AU,AU-WA,Kununurra,YPKU,,Kununurra Airport,Kununurra,Australia,-15.77810001,128.7079926,145,8,O,Australia/Perth
KOA,PHKO,medium_airport,NA,US,US-HI,Kailua/Kona,PHKO,KOA,Kona International At Keahole Airport,Kona,United States,19.73880005,-156.0460052,47,-10,N,Pacific/Honolulu
KOC,NWWK,medium_airport,OC,NC,NC-U-A,Koumac,NWWK,,Koumac Airport,Koumac,New Caledonia,-20.54630089,164.2559967,42,11,U,Pacific/Noumea
KOE,WATT,small_airport,AS,ID,ID-NT,Kupang-Timor Island,WATT,,El Tari Airport,Kupang,Indonesia,-10.17160034,123.6709976,335,8,N,Asia/Makassar
KOI,EGPA,medium_airport,EU,GB,GB-SCT,Orkney Islands,EGPA,,Kirkwall Airport,Kirkwall,United Kingdom,58.95780182,-2.904999971,50,0,E,Europe/London
KOJ,RJFK,large_airport,AS,JP,JP-46,Kagoshima,RJFK,,Kagoshima Airport,Kagoshima,Japan,31.80340004,130.7189941,906,9,U,Asia/Tokyo
KOK,EFKK,medium_airport,EU,FI,FI-LS,Kokkola / Kruunupyy,EFKK,,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.72119904,23.14310074,84,2,E,Europe/Helsinki
KON,VN-KON,medium_airport,AS,VN,VN-28,Kontum,,,Kontum Airport,Kontum,Vietnam,14.35,108.017,1804,7,U,Asia/Saigon
KOO,FZRQ,small_airport,AF,CD,CD-KA,Kongolo,FZRQ,,Kongolo Airport,Kongolo,Congo (Kinshasa),-5.394440174,26.98999977,1850,1,U,\N
KOP,VTUW,medium_airport,AS,TH,TH-48,,VTUW,,Nakhon Phanom Airport,Nakhon Phanom,Thailand,17.38380051,104.6429977,587,7,U,Asia/Bangkok
KOS,VDSV,small_airport,AS,KH,KH-18,Sihanukville,VDSV,,Sihanoukville International Airport,Sihanoukville,Cambodia,10.57970047,103.637001,33,7,N,Asia/Phnom_Penh
KOT,PFKO,small_airport,NA,US,US-AK,Kotlik,PFKO,2A9,Kotlik Airport,Kotlik,United States,63.0306015,-163.5330048,15,-9,A,America/Anchorage
KOU,FOGK,medium_airport,AF,GA,GA-7,Koulamoutou,FOGK,,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,-1.184610009,12.44130039,1070,1,N,Africa/Libreville
KOV,UACK,medium_airport,AS,KZ,KZ-AKM,Kokshetau,UACK,,Kokshetau Airport,Kokshetau,Kazakhstan,53.32910156,69.59459686,900,6,U,Asia/Qyzylorda
KOW,ZSGZ,small_airport,AS,CN,CN-36,Ganzhou,ZSGZ,,Ganzhou Airport,Ganzhou,China,25.853333,114.778889,387,8,U,Asia/Shanghai
KOX,WABN,small_airport,AS,ID,ID-PA,Kokonau-Papua Island,WABN,,Kokonau Airport,Kokonau,Indonesia,-4.71075,136.43515,59,9,N,\N
KOY,KOY,seaplane_base,NA,US,US-AK,Olga Bay,KOY,KOY,Olga Bay Seaplane Base,Olga Bay,United States,57.161389,-154.229722,0,-9,A,America/Anchorage
KOZ,4K5,small_airport,NA,US,US-AK,Ouzinkie,,4K5,Ouzinkie Airport,Ouzinkie,United States,57.922876,-152.500511,55,-9,A,America/Anchorage
KPB,KPB,seaplane_base,NA,US,US-AK,Point Baker,KPB,KPB,Point Baker Seaplane Base,Point Baker,United States,56.351944,-133.6225,0,-9,A,America/Anchorage
KPC,PAPC,medium_airport,NA,US,US-AK,Port Clarence,PAPC,KPC,Port Clarence Coast Guard Station,Port Clarence,United States,65.25370026,-166.8589935,10,-9,A,America/Anchorage
KPN,PAKI,small_airport,NA,US,US-AK,Kipnuk,PAKI,IIK,Kipnuk Airport,Kipnuk,United States,59.93299866,-164.0310059,11,-9,A,America/Anchorage
KPO,RKTH,medium_airport,AS,KR,KR-47,Pohang,RKTH,,Pohang Airport,Pohang,South Korea,35.98789978,129.4199982,70,9,U,Asia/Seoul
KPR,KPR,seaplane_base,NA,US,US-AK,Port Williams,KPR,KPR,Port Williams Seaplane Base,Port Williams,United States,58.49,-152.582222,0,-9,A,America/Anchorage
KPS,YKMP,medium_airport,OC,AU,AU-NSW,,YKMP,,Kempsey Airport,,Australia,-31.07439995,152.7700043,54,\N,\N,\N
KPV,PAPE,small_airport,NA,US,US-AK,Perryville,PAPE,PEV,Perryville Airport,Perryville,United States,55.905998,-159.162993,29,-9,A,America/Anchorage
KPY,KPY,seaplane_base,NA,US,US-AK,Port Bailey,KPY,KPY,Port Bailey Seaplane Base,Port Bailey,United States,57.93,-153.040556,0,-9,A,America/Anchorage
KQA,KQA,seaplane_base,NA,US,US-AK,Akutan,KQA,KQA,Akutan Seaplane Base,Akutan,United States,54.13377044,-165.7788956,0,-9,A,America/Anchorage
KRA,YKER,medium_airport,OC,AU,AU-VIC,,YKER,,Kerang Airport,,Australia,-35.75139999,143.9389954,254,\N,\N,\N
KRB,YKMB,small_airport,OC,AU,AU-QLD,,YKMB,,Karumba Airport,Karumba,Australia,-17.45669937,140.8300018,5,10,O,Australia/Brisbane
KRF,ESNK,medium_airport,EU,SE,SE-Y,Kramfors / Sollefte√•,ESNK,,Kramfors SollefteÂ Airport,Kramfors,Sweden,63.04859924,17.76889992,34,1,E,Europe/Stockholm
KRH,EGKR,small_airport,EU,GB,GB-ENG,Redhill,EGKR,,Redhill Aerodrome,Redhill,United Kingdom,51.21360016,-0.138611004,222,0,E,Europe/London
KRI,AYKK,small_airport,OC,PG,PG-GPK,Kikori,AYKK,,Kikori Airport,Kikori,Papua New Guinea,-7.424379826,144.2500763,50,10,U,Pacific/Port_Moresby
KRK,EPKK,large_airport,EU,PL,PL-MA,Krak√≥w,EPKK,,John Paul II International Airport KrakÛw-Balice Airport,Krakow,Poland,50.07770157,19.78479958,791,1,E,Europe/Warsaw
KRL,ZWKL,medium_airport,AS,CN,CN-65,Korla,ZWKL,,Korla Airport,Korla,China,41.69779968,86.12889862,0,8,U,Asia/Shanghai
KRM,SYKR,small_airport,SA,GY,GY-UT,Karanambo,SYKR,,Karanambo,Karanambo,Guyana,3.75,-59.3097,295,-4,U,\N
KRN,ESNQ,medium_airport,EU,SE,SE-BD,Kiruna,ESNQ,,Kiruna Airport,Kiruna,Sweden,67.8219986,20.33679962,1508,1,E,Europe/Stockholm
KRO,USUU,medium_airport,AS,RU,RU-KGN,Kurgan,USUU,,Kurgan Airport,Kurgan,Russia,55.47529984,65.41560364,240,5,N,Asia/Yekaterinburg
KRP,EKKA,medium_airport,EU,DK,DK-82,Karup,EKKA,,Karup Airport,Karup,Denmark,56.29750061,9.124629974,170,1,E,Europe/Copenhagen
KRQ,UKCK,small_airport,EU,UA,UA-14,Kramatorsk,UKCK,,Kramatorsk Airport,Kramatorsk,Ukraine,48.70560074,37.62889862,646,2,E,\N
KRR,URKK,medium_airport,EU,RU,RU-KDA,Krasnodar,URKK,,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,45.03469849,39.17050171,118,3,N,Europe/Moscow
KRS,ENCN,medium_airport,EU,NO,NO-10,Kjevik,ENCN,,Kristiansand Airport,Kristiansand,Norway,58.20420074,8.085370064,57,1,E,Europe/Oslo
KRT,HSSS,large_airport,AF,SD,SD-03,Khartoum,HSSS,,Khartoum International Airport,Khartoum,Sudan,15.58950043,32.55319977,1265,3,U,Africa/Khartoum
KRV,KE-6978,small_airport,AF,KE,KE-700,Kimwarer,,,Kerio Valley,Kimwarer,Kenya,0.1912,35.3954,7095,3,U,Africa/Nairobi
KRW,UTAK,medium_airport,AS,TM,TM-B,Krasnovodsk,UTAK,,Turkmenbashi Airport,Krasnovodsk,Turkmenistan,40.063301,53.007198,279,5,U,Asia/Ashgabat
KRY,ZWKM,small_airport,AS,CN,CN-65,Karamay,ZWKM,,Karamay Airport,Karamay,China,45.46655,84.9527,0,8,U,Asia/Shanghai
KRZ,FZBT,small_airport,AF,CD,CD-BN,Kiri,FZBT,,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),-1.434999943,19.02400017,1013,1,N,Africa/Kinshasa
KSA,PTSA,medium_airport,OC,FM,FM-KSA,Okat,PTSA,TTK,Kosrae International Airport,Kosrae,Micronesia,5.35698,162.957993,11,11,U,Pacific/Kosrae
KSC,LZKZ,medium_airport,EU,SK,SK-KI,Ko≈°ice,LZKZ,,Koöice Airport,Kosice,Slovakia,48.6631012,21.24110031,755,1,E,Europe/Bratislava
KSD,ESOK,medium_airport,EU,SE,SE-S,Karlstad,ESOK,,Karlstad Airport,Karlstad,Sweden,59.44469833,13.33740044,352,1,E,Europe/Stockholm
KSF,EDVK,medium_airport,EU,DE,DE-HE,Kassel,EDVK,,Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967,820,1,E,Europe/Berlin
KSH,OICC,medium_airport,AS,IR,IR-17,Kermanshah,OICC,,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,34.34590149,47.15810013,4307,3.5,E,Asia/Tehran
KSI,GUKU,small_airport,AF,GN,GN-F,Kissidougou,GUKU,,Kissidougou Airport,Kissidougou,Guinea,9.160559654,-10.12440014,1808,0,N,Africa/Conakry
KSJ,LGKS,small_airport,EU,GR,GR-81,Kasos Island,LGKS,,Kasos Airport,Kasos,Greece,35.42139816,26.90999985,35,2,E,Europe/Athens
KSK,ESKK,medium_airport,EU,SE,SE-T,,ESKK,,Karlskoga Airport,Karlskoga,Sweden,59.34590149,14.49590015,400,1,E,Europe/Stockholm
KSL,HSKA,medium_airport,AF,SD,SD-05,Kassala,HSKA,,Kassala Airport,Kassala,Sudan,15.38749981,36.3288002,1671,3,U,Africa/Khartoum
KSM,PASM,medium_airport,NA,US,US-AK,St Mary's,PASM,KSM,St Mary's Airport,St Mary's,United States,62.0605011,-163.302002,312,-9,A,America/Anchorage
KSN,UAUU,medium_airport,AS,KZ,KZ-KUS,Kostanay,UAUU,,Kostanay West Airport,Kostanay,Kazakhstan,53.20690155,63.5503006,595,6,U,Asia/Qyzylorda
KSO,LGKA,small_airport,EU,GR,GR-56,Kastoria,LGKA,,Kastoria National Airport,Kastoria,Greece,40.44630051,21.28219986,2167,2,E,Europe/Athens
KSQ,UTSL,small_airport,AS,UZ,UZ-QA,Khanabad,UTSK,,Karshi Khanabad Airport,Khanabad,Uzbekistan,38.83359909,65.92150116,1365,5,U,Asia/Samarkand
KSS,GASK,small_airport,AF,ML,ML-3,Sikasso,GASK,,Sikasso Airport,Sikasso,Mali,11.33300018,-5.699999809,1378,0,N,Africa/Bamako
KSU,ENKB,medium_airport,EU,NO,NO-15,Kvernberget,ENKB,,Kristiansund Airport (Kvernberget),Kristiansund,Norway,63.11180115,7.824520111,204,1,E,Europe/Oslo
KSY,LTCF,medium_airport,AS,TR,TR-36,Kars,LTCF,,Kars Airport,Kars,Turkey,40.56219864,43.11500168,5889,3,E,Europe/Istanbul
KSZ,ULKK,medium_airport,EU,RU,RU-ARK,Kotlas,ULKK,,Kotlas Airport,Kotlas,Russia,61.2358017,46.69749832,184,3,N,Europe/Moscow
KTA,YPKA,medium_airport,OC,AU,AU-WA,Karratha,YPKA,,Karratha Airport,Karratha,Australia,-20.71220016,116.7730026,29,8,O,Australia/Perth
KTB,KTB,seaplane_base,NA,US,US-AK,Thorne Bay,KTB,KTB,Thorne Bay Seaplane Base,Thorne Bay,United States,55.688056,-132.536667,0,-9,A,America/Anchorage
KTD,RORK,medium_airport,AS,JP,JP-47,Kitadait≈çjima,RORK,,Kitadaito Airport,Kitadaito,Japan,25.94470024,131.3269959,80,9,U,Asia/Tokyo
KTE,WMKE,medium_airport,AS,MY,MY-11,Kerteh,WMKE,,Kerteh Airport,Kerteh,Malaysia,4.537220001,103.427002,18,8,N,Asia/Kuala_Lumpur
KTF,NZTK,small_airport,OC,NZ,NZ-TAS,,NZTK,,Takaka Airport,Takaka,New Zealand,-40.81330109,172.7749939,102,12,U,Pacific/Auckland
KTG,WIOK,medium_airport,AS,ID,ID-KB,Ketapang-Borneo Island,WIOK,,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,-1.816640019,109.9629974,46,7,N,Asia/Jakarta
KTI,VDKT,small_airport,AS,KH,KH-10,Kratie,VDKT,,Kratie Airport,Kratie,Cambodia,12.48799992,106.0550003,0,7,N,Asia/Phnom_Penh
KTL,HKKT,medium_airport,AF,KE,KE-700,Kitale,HKKT,,Kitale Airport,Kitale,Kenya,0.971988976,34.95859909,6070,3,U,Africa/Nairobi
KTM,VNKT,medium_airport,AS,NP,NP-BA,Kathmandu,VNKT,,Tribhuvan International Airport,Kathmandu,Nepal,27.69659996,85.35910034,4390,5.75,N,Asia/Katmandu
KTN,PAKT,medium_airport,NA,US,US-AK,Ketchikan,PAKT,KTN,Ketchikan International Airport,Ketchikan,United States,55.35559845,-131.7140045,89,-9,A,America/Anchorage
KTP,MKTP,medium_airport,NA,JM,JM-02,Tinson Pen,MKTP,,Tinson Pen Airport,Kingston,Jamaica,17.98859978,-76.82379913,16,-5,U,America/Jamaica
KTR,YPTN,medium_airport,OC,AU,AU-NT,,YPTN,,Tindal Airport,Katherine,Australia,-14.52110004,132.378006,443,9.5,O,Australia/Darwin
KTS,PFKT,small_airport,NA,US,US-AK,Brevig Mission,PFKT,KTS,Brevig Mission Airport,Brevig Mission,United States,65.33129883,-166.4660034,38,-9,A,America/Anchorage
KTT,EFKT,medium_airport,EU,FI,FI-LL,Kittil√§,EFKT,,Kittil‰ Airport,Kittila,Finland,67.7009964,24.84679985,644,2,E,Europe/Helsinki
KTU,VIKO,medium_airport,AS,IN,IN-RJ,Kota,VIKO,,Kota Airport,Kota,India,25.16020012,75.84559631,896,5.5,N,Asia/Calcutta
KTW,EPKT,large_airport,EU,PL,PL-SL,Katowice,EPKT,,Katowice International Airport,Katowice,Poland,50.4743,19.08,995,1,E,Europe/Warsaw
KUA,WMKD,medium_airport,AS,MY,MY-06,Kuantan,WMKD,,Kuantan Airport,Kuantan,Malaysia,3.77538991,103.2089996,58,8,N,Asia/Kuala_Lumpur
KUC,NGKT,small_airport,OC,KI,KI-G,Kuria,NGKT,,Kuria Airport,Kuria,Kiribati,0.218611002,173.4420013,0,12,U,Pacific/Tarawa
KUD,WBKT,small_airport,AS,MY,MY-12,Kudat,WBKT,,Kudat Airport,Kudat,Malaysia,6.922500134,116.8359985,10,8,N,Asia/Kuala_Lumpur
KUF,UWWW,large_airport,EU,RU,RU-SAM,Samara,UWWW,,Kurumoch International Airport,Samara,Russia,53.50490189,50.16429901,477,4,N,Europe/Samara
KUG,YKUB,small_airport,OC,AU,AU-QLD,Moa Island,YKUB,,Kubin Airport,Kubin,Australia,-10.22500038,142.2180023,15,10,O,Australia/Brisbane
KUH,RJCK,medium_airport,AS,JP,JP-01,Kushiro,RJCK,,Kushiro Airport,Kushiro,Japan,43.04100037,144.1929932,327,9,U,Asia/Tokyo
KUK,PFKA,small_airport,NA,US,US-AK,Kasigluk,PFKA,Z09,Kasigluk Airport,Kasigluk,United States,60.87440109,-162.5240021,48,-9,A,America/Anchorage
KUL,WMKK,large_airport,AS,MY,MY-14,Kuala Lumpur,WMKK,,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,2.745579958,101.7099991,69,8,N,Asia/Kuala_Lumpur
KUM,RJFC,medium_airport,AS,JP,JP-46,Yakushima,RJFC,,Yakushima Airport,Yakushima,Japan,30.38559914,130.6589966,124,9,U,Asia/Tokyo
KUN,EYKA,medium_airport,EU,LT,LT-KU,Kaunas,EYKA,,Kaunas International Airport,Kaunas,Lithuania,54.96390152,24.08480072,256,2,E,Europe/Vilnius
KUO,EFKU,medium_airport,EU,FI,FI-IS,Kuopio / Siilinj√§rvi,EFKU,,Kuopio Airport,Kuopio,Finland,63.00709915,27.79780006,323,2,E,Europe/Helsinki
KUS,BGKK,small_airport,NA,GL,GL-U-A,Kulusuk,BGKK,,Kulusuk,Kulusuk,Greenland,65.566667,-37.1166667,112,-3,E,America/Godthab
KUT,UGKO,medium_airport,AS,GE,GE-IM,Kutaisi,UGKO,,Kopitnari Airport,Kutaisi,Georgia,42.17670059,42.48260117,223,4,N,Asia/Tbilisi
KUU,VIBR,medium_airport,AS,IN,IN-HP,,VIBR,,Kullu Manali Airport,Kulu,India,31.87669945,77.15440369,3573,5.5,N,Asia/Calcutta
KUV,RKJK,large_airport,AS,KR,KR-45,Kunsan,RKJK,,Kunsan Air Base,Kunsan,South Korea,35.90380096,126.6159973,29,9,U,Asia/Seoul
KUY,PG-KUY,small_airport,OC,PG,PG-WPD,Kamusi,AYKS,KSI,Kamusi Airport,Kamusi,Papua New Guinea,-7.42035,143.122,0,10,U,Pacific/Port_Moresby
KVA,LGKV,medium_airport,EU,GR,GR-55,Kavala,LGKV,,Alexander the Great International Airport,Kavala,Greece,40.91329956,24.61919975,18,2,E,Europe/Athens
KVB,ESGR,medium_airport,EU,SE,SE-Q,Sk√∂vde,ESGR,,Skˆvde Airport,Skovde,Sweden,58.45640182,13.97270012,324,1,E,Europe/Stockholm
KVC,PAVC,small_airport,NA,US,US-AK,King Cove,PAVC,KVC,King Cove Airport,King Cove,United States,55.11629868,-162.2660065,155,-9,A,America/Anchorage
KVD,UBBG,medium_airport,AS,AZ,AZ-GA,Ganja,UBBG,,Ganja Airport,Ganja,Azerbaijan,40.73770142,46.31760025,1083,4,E,Asia/Baku
KVG,AYKV,medium_airport,OC,PG,PG-NIK,Kavieng,AYKV,,Kavieng Airport,Kavieng,Papua New Guinea,-2.579400063,150.8079987,7,10,U,Pacific/Port_Moresby
KVK,ULMK,small_airport,EU,RU,RU-MUR,Apatity,ULMK,,Kirovsk-Apatity Airport,Apatity,Russia,67.46330261,33.5882988,515,3,N,Europe/Moscow
KVL,PAVL,medium_airport,NA,US,US-AK,Kivalina,PAVL,KVL,Kivalina Airport,Kivalina,United States,67.73619843,-164.5630035,13,-9,A,America/Anchorage
KVM,UHMO,small_airport,EU,RU,RU-CHU,Markovo,UHMO,,Markovo Airport,Markovo,Russia,64.66699982,170.4170074,0,12,N,Asia/Anadyr
KVX,USKK,medium_airport,EU,RU,RU-KIR,Kirov,USKK,,Pobedilovo Airport,Kirov,Russia,58.50329971,49.34830093,479,3,N,Europe/Moscow
KWA,PKWA,medium_airport,OC,MH,MH-KWA,Kwajalein,PKWA,KWA,Bucholz Army Air Field,Kwajalein,Marshall Islands,8.72012043,167.7319946,9,12,U,Pacific/Majuro
KWB,WARU,small_airport,AS,ID,ID-JT,Karimunjawa,WARU,,Dewadaru - Kemujan Island,Karimunjawa,Indonesia,-5.80091,110.47838,35,7,U,\N
KWB,ID-KWB,small_airport,AS,ID,ID-JT,Karimunjawa-Karimunjawa Island,WARU,,Dewadaru - Kemujan Island,Karimunjawa,Indonesia,-5.80091,110.47838,35,7,U,\N
KWE,ZUGY,large_airport,AS,CN,CN-52,Guiyang,ZUGY,,Longdongbao Airport,Guiyang,China,26.53849983,106.8010025,3736,8,U,Asia/Shanghai
KWG,UKDR,medium_airport,EU,UA,UA-12,Kryvyi Rih,UKDR,,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,48.04330063,33.20999908,408,2,E,Europe/Kiev
KWI,OKBK,large_airport,AS,KW,KW-FA,Kuwait City,OKBK,,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877,206,3,U,Asia/Kuwait
KWJ,RKJJ,medium_airport,AS,KR,KR-29,Gwangju,RKJJ,,Gwangju Airport,Kwangju,South Korea,35.12639999,126.8089981,39,9,U,Asia/Seoul
KWK,KWK,seaplane_base,NA,US,US-AK,Kwigillingok,KWK,KWK,Kwigillingok Airport,Kwigillingok,United States,59.876499,-163.169005,18,-9,A,America/Anchorage
KWL,ZGKL,large_airport,AS,CN,CN-45,Guilin City,ZGKL,,Guilin Liangjiang International Airport,Guilin,China,25.21809959,110.0390015,570,8,U,Asia/Shanghai
KWM,YKOW,medium_airport,OC,AU,AU-QLD,Kowanyama,YKOW,,Kowanyama Airport,Kowanyama,Australia,-15.48560047,141.7510071,35,10,O,Australia/Brisbane
KWN,PAQH,small_airport,NA,US,US-AK,Quinhagak,PAQH,AQH,Quinhagak Airport,Quinhagak,United States,59.75510025,-161.8450012,42,-9,A,America/Anchorage
KWP,KWP,seaplane_base,NA,US,US-AK,West Point,KWP,KWP,West Point Village Seaplane Base,West Point,United States,57.77,-153.548889,0,-9,A,America/Anchorage
KWT,PFKW,small_airport,NA,US,US-AK,Kwethluk,PFKW,KWT,Kwethluk Airport,Kwethluk,United States,60.79029846,-161.4440002,25,-9,A,America/Anchorage
KWY,KWY,medium_airport,AF,KE,KE-300,Kiwayu,,,Kiwayu (Mkononi) Airport,Kiwayu,Kenya,-1.96056,41.2975,21,3,U,Africa/Nairobi
KWZ,FZQM,medium_airport,AF,CD,CD-KA,,FZQM,,Kolwezi Airport,Kolwezi,Congo (Kinshasa),-10.76589966,25.50569916,5007,2,U,Africa/Lubumbashi
KXF,NFNO,small_airport,OC,FJ,FJ-E,Koro Island,NFNO,,Koro Island Airport,Koro Island,Fiji,-17.3458004,179.4219971,358,12,U,Pacific/Fiji
KXK,UHKK,medium_airport,AS,RU,RU-KHA,Komsomolsk-on-Amur,UHKK,,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,50.4090004,136.9340057,92,10,N,Asia/Vladivostok
KYA,LTAN,medium_airport,AS,TR,TR-42,Konya,LTAN,,Konya Airport,Konya,Turkey,37.979,32.561901,3392,3,E,Europe/Istanbul
KYD,RCLY,medium_airport,AS,TW,TW-TTT,Orchid Island,RCLY,,Lanyu Airport,Lanyu,Taiwan,22.02700043,121.5350037,44,8,U,Asia/Taipei
KYK,PAKY,small_airport,NA,US,US-AK,Karluk,PAKY,KYK,Karluk Airport,Karluk,United States,57.56710052,-154.4499969,137,-9,A,America/Anchorage
KYP,VYKP,medium_airport,AS,MM,MM-16,Kyaukpyu,VYKP,,Kyaukpyu Airport,Kyaukpyu,Burma,19.42639923,93.53479767,20,6.5,U,Asia/Rangoon
KYS,GAKY,medium_airport,AF,ML,ML-1,,GAKY,,Kayes Dag Dag Airport,Kayes,Mali,14.48120022,-11.40439987,164,0,N,Africa/Bamako
KYU,PFKU,small_airport,NA,US,US-AK,Koyukuk,PFKU,KYU,Koyukuk Airport,Koyukuk,United States,64.87609863,-157.727005,149,-9,A,America/Anchorage
KYZ,UNKY,medium_airport,AS,RU,RU-TY,Kyzyl,UNKY,,Kyzyl Airport,Kyzyl,Russia,51.66939926,94.40059662,2123,7,N,Asia/Krasnoyarsk
KZB,KZB,seaplane_base,NA,US,US-AK,Zachar Bay,,KZB,Zachar Bay Seaplane Base,Zachar Bay,United States,57.55,-153.75,0,-9,A,America/Anchorage
KZI,LGKZ,medium_airport,EU,GR,GR-58,Kozani,LGKZ,,Filippos Airport,Kozani,Greece,40.28609848,21.84079933,2059,2,E,Europe/Athens
KZN,UWKD,large_airport,EU,RU,RU-TA,Kazan,UWKD,,Kazan International Airport,Kazan,Russia,55.60620117,49.27870178,411,3,N,Europe/Moscow
KZO,UAOO,small_airport,AS,KZ,KZ-KZY,Kzyl-Orda,UAOO,,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,44.70690155,65.59249878,433,6,U,Asia/Qyzylorda
KZR,LTBZ,small_airport,AS,TR,TR-43,Altƒ±nta≈ü,LTBZ,,Zafer Airport,Kutahya,Turkey,39.107377,30.115724,3327,3,E,Europe/Istanbul
